Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Full Address,Latitude,Longitude,Services,Insurance Coverage
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,,,SAN FRANCISCO                 ,CA,94121,SAN FRANCISCO,4152214810,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes,"4150 CLEMENT STREET, SAN FRANCISCO                 , CA, 94121",37.782422100000005,-122.5054093,Stitches,Cigna Corporation
051310,FRANK R HOWARD MEMORIAL HOSPITAL,1 MADRONE STREET,,,WILLITS,CA,95490,MENDOCINO,7074596801,Critical Access Hospitals,Voluntary non-profit - Church,Yes,"1 MADRONE STREET, WILLITS, CA, 95490",39.400808,-123.349936,Flu Shots,Kaiser Permanente
051311,BIGGS GRIDLEY MEMORIAL HOSPITAL,240 SPRUCE STREET,,,GRIDLEY,CA,95948,BUTTE,5308465671,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"240 SPRUCE STREET, GRIDLEY, CA, 95948",39.3673828,-121.6895765,Physical Therapy,CVS Health Corp Group
051312,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,,,LAKE ARROWHEAD,CA,92352,SAN BERNARDINO,9093363651,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"29101 HOSPITAL ROAD, LAKE ARROWHEAD, CA, 92352",34.2656968,-117.1681026,Cardiac Care,State Farm Group
051314,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVE,,,LAKE ISABELLA,CA,93240,KERN,7603792681,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"6412 LAUREL AVE, LAKE ISABELLA, CA, 93240",,,Cancer Treatment,UnitedHealth Group
051315,TRINITY HOSPITAL,60 EASTER AVENUE,,,WEAVERVILLE,CA,96093,TRINITY,5306235541,Critical Access Hospitals,Government - Local,Yes,"60 EASTER AVENUE, WEAVERVILLE, CA, 96093",40.73820365,-122.9397924,Emergency Surgery,Progressive Corporation
051316,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,,,YREKA,CA,96097,SISKIYOU,5308424121,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"444 BRUCE STREET, YREKA, CA, 96097",41.71955,-122.6458641,Orthopedics,Allstate Corporation
051317,ST HELENA HOSPTIAL-CLEARLAKE,15630 18TH AVE - HWY 53,,,CLEARLAKE,CA,95422,LAKE,7079946486,Critical Access Hospitals,Voluntary non-profit - Private,No,"15630 18TH AVE - HWY 53, CLEARLAKE, CA, 95422",,,Pediatrics,Liberty Mutual Insurance
051318,REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,,,FORTUNA,CA,95540,HUMBOLDT,7074458121,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"3300 RENNER DRIVE, FORTUNA, CA, 95540",40.5822653,-124.136106,Dermatology,Travelers Companies
051319,MERCY MEDICAL CENTER MT SHASTA,914 PINE STREET,,,MOUNT SHASTA,CA,96067,SISKIYOU,5309266111,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"914 PINE STREET, MOUNT SHASTA, CA, 96067",41.31835945,-122.3207064,Psychiatry,Humana Inc.
051320,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRIVE,,,SUSANVILLE,CA,96130,LASSEN,5302522000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"1800 SPRING RIDGE DRIVE, SUSANVILLE, CA, 96130",40.43740595,-120.6281488,Neurology,Cigna Corporation
051321,HEALDSBURG DISTRICT HOSPITAL,1375 UNIVERSITY AVENUE,,,HEALDSBURG,CA,95448,SONOMA,7074316500,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"1375 UNIVERSITY AVENUE, HEALDSBURG, CA, 95448",38.627287499999994,-122.8648825,Dental Care,Kaiser Permanente
051324,NORTHERN INYO HOSPITAL,150 PIONEER LANE,,,BISHOP,CA,93514,INYO,7608735811,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"150 PIONEER LANE, BISHOP, CA, 93514",37.362089,-118.4060241,Vision Care,State Farm Group
051325,MENDOCINO COAST DISTRICT HOSPITAL,700 RIVER DR,,,FORT BRAGG,CA,95437,MENDOCINO,7079611234,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"700 RIVER DR, FORT BRAGG, CA, 95437",39.4317908,-123.800497,Hearing Services,State Farm Group
051327,SENECA DISTRICT HOSPITAL,130 BRENTWOOD DRIVE,,,CHESTER                       ,CA,96020,PLUMAS,5302582121,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"130 BRENTWOOD DRIVE, CHESTER                       , CA, 96020",40.3059609,-121.2349422,Broken Hand,UnitedHealth Group
051328,TAHOE FOREST HOSPITAL,10121 PINE AVE,,,TRUCKEE,CA,96161,NEVADA,5305876011,Critical Access Hospitals,Government - Hospital District or Authority,No,"10121 PINE AVE, TRUCKEE, CA, 96161",39.32593345,-120.200847,Stitches,Progressive Corporation
051329,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,,,LAKEPORT,CA,95453,LAKE,7072625000,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"5176 HILL ROAD EAST, LAKEPORT, CA, 95453",39.10482185,-122.9064557,Flu Shots,Allstate Corporation
051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,,,SOLVANG,CA,93463,SANTA BARBARA,8056886431,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"2050 VIBORG RD, SOLVANG, CA, 93463",34.60202715,-120.1259068,Physical Therapy,Liberty Mutual Insurance
051332,MARK TWAIN ST JOSEPH'S HOSPITAL,768 MOUNTAIN RANCH RD,,,SAN ANDREAS,CA,95249,CALAVERAS,2097542515,Critical Access Hospitals,Voluntary non-profit - Other,Yes,"768 MOUNTAIN RANCH RD, SAN ANDREAS, CA, 95249",38.1902534,-120.6696492,Cardiac Care,Travelers Companies
053302,CHILDREN'S HOSP OF LOS ANGELES,4650 SUNSET BLVD,,,LOS ANGELES,CA,90027,LOS ANGELES,3236692164,Childrens,Voluntary non-profit - Other,Yes,"4650 SUNSET BLVD, LOS ANGELES, CA, 90027",34.0976912,-118.2900801,Cancer Treatment,Humana Inc.
053305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,725 WELCH ROAD,,,PALO ALTO,CA,94304,SANTA CLARA,6504978000,Childrens,Voluntary non-profit - Private,Yes,"725 WELCH ROAD, PALO ALTO, CA, 94304",37.436156749999995,-122.175251,Emergency Surgery,Cigna Corporation
053309,MILLER CHILDREN'S HOSPITAL,2801 ATLANTIC AVENUE,,,LONG BEACH,CA,90806,LOS ANGELES,5629338001,Childrens,Voluntary non-profit - Other,Yes,"2801 ATLANTIC AVENUE, LONG BEACH, CA, 90806",33.8086158,-118.1860441,Orthopedics,Kaiser Permanente
060001,NORTH COLORADO MEDICAL CENTER,1801 16TH STREET,,,GREELEY,CO,80631,WELD,9703524121,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1801 16TH STREET, GREELEY, CO, 80631",40.4140995,-104.7090231,Pediatrics,State Farm Group
060003,LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVENUE,,,LONGMONT,CO,80501,BOULDER,3036515111,Acute Care Hospitals,Voluntary non-profit - Other,No,"1950 MOUNTAIN VIEW AVENUE, LONGMONT, CO, 80501",40.182043,-105.1261659,Dermatology,State Farm Group
060004,PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PARKWAY,,,BRIGHTON,CO,80601,ADAMS,3034981601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1600 PRAIRIE CENTER PARKWAY, BRIGHTON, CO, 80601",39.9639642,-104.7688299,Psychiatry,UnitedHealth Group
060006,MONTROSE MEMORIAL HOSPITAL,800 S 3RD ST,,,MONTROSE,CO,81401,MONTROSE,9702492211,Acute Care Hospitals,Government - Local,Yes,"800 S 3RD ST, MONTROSE, CO, 81401",38.480895000000004,-107.8681334,Neurology,Progressive Corporation
060008,SAN LUIS VALLEY REGIONAL MEDICAL CENTER,106 BLANCA AVE,,,ALAMOSA,CO,81101,ALAMOSA,7195892511,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"106 BLANCA AVE, ALAMOSA, CO, 81101",37.47177575,-105.8824423,Dental Care,Allstate Corporation
060009,EXEMPLA LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,,,WHEAT RIDGE,CO,80033,JEFFERSON,3034254500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"8300 W 38TH AVE, WHEAT RIDGE, CO, 80033",39.76569225,-105.089923,Vision Care,Liberty Mutual Insurance
060010,POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,,,FORT COLLINS,CO,80524,LARIMER,9704957000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1024 S LEMAY AVE, FORT COLLINS, CO, 80524",40.5719165,-105.0563631,Hearing Services,Travelers Companies
060011,DENVER HEALTH MEDICAL CENTER,777 BANNOCK ST,,,DENVER,CO,80204,DENVER,3034366000,Acute Care Hospitals,Government - State,Yes,"777 BANNOCK ST, DENVER, CO, 80204",39.7281428,-104.9910185,Broken Hand,Humana Inc.
060012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,1008 MINNEQUA AVE,,,PUEBLO,CO,81004,PUEBLO,7195574000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"1008 MINNEQUA AVE, PUEBLO, CO, 81004",38.234342600000005,-104.6229552,Stitches,Cigna Corporation
060013,MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD,,,DURANGO,CO,81301,LA PLATA,9702474311,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"1010 THREE SPRINGS BLVD, DURANGO, CO, 81301",37.235971000000006,-107.8259042,Flu Shots,Kaiser Permanente
060014,PRESBYTERIAN/ST LUKE'S MEDICAL CENTER,1719 E 19TH AVE,,,DENVER,CO,80218,DENVER,3038396100,Acute Care Hospitals,Government - State,Yes,"1719 E 19TH AVE, DENVER, CO, 80218",39.747154,-104.9670084,Physical Therapy,State Farm Group
060015,CENTURA HEALTH-ST ANTHONY HOSPITAL,11600 WEST 2ND PLACE,,,LAKEWOOD,CO,80228,JEFFERSON,7203210000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"11600 WEST 2ND PLACE, LAKEWOOD, CO, 80228",39.715399,-105.1284334,Cardiac Care,UnitedHealth Group
060016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,1338 PHAY AVE,,,CANON CITY,CO,81212,FREMONT,7192852000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"1338 PHAY AVE, CANON CITY, CO, 81212",38.45471875,-105.2311169,Cancer Treatment,Progressive Corporation
060020,PARKVIEW MEDICAL CENTER INC,400 W 16TH STREET,,,PUEBLO,CO,81003,PUEBLO,7195844000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"400 W 16TH STREET, PUEBLO, CO, 81003",38.28169165,-104.6125716,Emergency Surgery,Allstate Corporation
060022,MEMORIAL HOSPITAL CENTRAL,1400 E BOULDER ST,,,COLORADO SPRINGS,CO,80909,EL PASO,7193655000,Acute Care Hospitals,Government - Local,Yes,"1400 E BOULDER ST, COLORADO SPRINGS, CO, 80909",38.84030105,-104.7990253,Orthopedics,Liberty Mutual Insurance
060023,ST MARYS HOSPITAL AND MEDICAL CENTER,2635 N 7TH STREET,,,GRAND JUNCTION,CO,81502,MESA,9702442273,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"2635 N 7TH STREET, GRAND JUNCTION, CO, 81502",39.089382,-108.562571,Pediatrics,Travelers Companies
060024,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,12605 EAST 16TH AVENUE,,,AURORA,CO,80045,ADAMS,7208487800,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"12605 EAST 16TH AVENUE, AURORA, CO, 80045",39.7425435,-104.841661,Dermatology,Humana Inc.
060027,BOULDER COMMUNITY HOSPITAL,1100 BALSAM AVENUE,,,BOULDER,CO,80304,BOULDER,3034402273,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1100 BALSAM AVENUE, BOULDER, CO, 80304",40.026638,-105.284244,Psychiatry,Cigna Corporation
060028,EXEMPLA SAINT JOSEPH HOSPITAL,1835 FRANKLIN ST,,,DENVER,CO,80218,DENVER,3038377111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1835 FRANKLIN ST, DENVER, CO, 80218",39.74628885,-104.9688627,Neurology,Kaiser Permanente
060030,MCKEE MEDICAL CENTER,2000 BOISE AVE,,,LOVELAND,CO,80538,LARIMER,9706694640,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"2000 BOISE AVE, LOVELAND, CO, 80538",40.41340362626263,-105.0535295,Dental Care,CVS Health Corp Group
060031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,,,COLORADO SPRINGS,CO,80907,EL PASO,7197765000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"2222 N NEVADA AVE, COLORADO SPRINGS, CO, 80907",38.86564705,-104.8218764,Vision Care,State Farm Group
060032,ROSE MEDICAL CENTER,4567 E 9TH AVENUE,,,DENVER,CO,80220,DENVER,3033202121,Acute Care Hospitals,Proprietary,Yes,"4567 E 9TH AVENUE, DENVER, CO, 80220",39.7316371,-104.9334075,Hearing Services,UnitedHealth Group
060034,SWEDISH MEDICAL CENTER,501 E HAMPDEN AVENUE,,,ENGLEWOOD,CO,80113,ARAPAHOE,3037885000,Acute Care Hospitals,Proprietary,Yes,"501 E HAMPDEN AVENUE, ENGLEWOOD, CO, 80113",39.6532191,-104.980109,Broken Hand,Progressive Corporation
060036,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,1100 CARSON AVENUE,,,LA JUNTA,CO,81050,OTERO,7193836000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1100 CARSON AVENUE, LA JUNTA, CO, 81050",37.97773685,-103.549432,Stitches,Allstate Corporation
060043,KEEFE MEMORIAL HOSPITAL,602 N 6TH W ST,,,CHEYENNE WELLS,CO,80810,CHEYENNE,7197675661,Acute Care Hospitals,Government - Local,Yes,"602 N 6TH W ST, CHEYENNE WELLS, CO, 80810",38.8265553,-102.3549983,Flu Shots,Liberty Mutual Insurance
060044,COLORADO PLAINS MEDICAL CENTER,1000 LINCOLN ST,,,FORT MORGAN,CO,80701,MORGAN,9708673391,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"1000 LINCOLN ST, FORT MORGAN, CO, 80701",40.2602608,-103.7954975,Physical Therapy,Travelers Companies
060049,YAMPA VALLEY MEDICAL CENTER,1024 CENTRAL PARK DR,,,STEAMBOAT SPRINGS,CO,80487,ROUTT,9708791322,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1024 CENTRAL PARK DR, STEAMBOAT SPRINGS, CO, 80487",40.463123499999995,-106.8148781,Cardiac Care,Humana Inc.
060054,COMMUNITY HOSPITAL,2021 N 12TH ST,,,GRAND JUNCTION,CO,81501,MESA,9702566201,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"2021 N 12TH ST, GRAND JUNCTION, CO, 81501",39.0859361,-108.5532134,Cancer Treatment,Cigna Corporation
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,,,DENVER                        ,CO,80220,DENVER,3033932800,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes,"1055 CLERMONT STREET, DENVER                        , CO, 80220",39.73241835,-104.9363253,Emergency Surgery,Kaiser Permanente
060064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2525 S DOWNING ST,,,DENVER,CO,80210,DENVER,3037781955,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"2525 S DOWNING ST, DENVER, CO, 80210",39.6709111,-104.9735621,Orthopedics,State Farm Group
060065,NORTH SUBURBAN MEDICAL CENTER,9191 GRANT ST,,,THORNTON,CO,80229,ADAMS,3034517800,Acute Care Hospitals,Voluntary non-profit - Private,No,"9191 GRANT ST, THORNTON, CO, 80229",39.8645116,-104.9859948,Pediatrics,State Farm Group
060071,DELTA COUNTY MEMORIAL HOSPITAL,1501 E 3RD STREET,,,DELTA,CO,81416,DELTA,9708747681,Acute Care Hospitals,Government - Hospital District or Authority,Yes,"1501 E 3RD STREET, DELTA, CO, 81416",38.74500475,-108.0471096,Dermatology,UnitedHealth Group
060075,VALLEY VIEW HOSPITAL ASSOCIATION,1906 BLAKE AVE,,,GLENWOOD SPRINGS,CO,81601,GARFIELD,9709456535,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"1906 BLAKE AVE, GLENWOOD SPRINGS, CO, 81601",39.53302495,-107.3213276,Psychiatry,Progressive Corporation
060076,STERLING REGIONAL MEDCENTER,615 FAIRHURST ST,,,STERLING,CO,80751,LOGAN,9705220122,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"615 FAIRHURST ST, STERLING, CO, 80751",40.612004049999996,-103.2206153,Neurology,Allstate Corporation
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,,,GRAND JUNCTION                ,CO,81501,MESA,9702441329,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes,"2121 N. AVENUE, GRAND JUNCTION                , CO, 81501",39.0756678,-108.5409213,Dental Care,Liberty Mutual Insurance
060096,VAIL VALLEY MEDICAL CENTER,181 W MEADOW DRIVE,,,VAIL,CO,81657,EAGLE,9704762451,Acute Care Hospitals,Voluntary non-profit - Other,Yes,"181 W MEADOW DRIVE, VAIL, CO, 81657",39.64347535,-106.3823267,Vision Care,Travelers Companies
060100,"MEDICAL CENTER OF AURORA, THE",1501 S POTOMAC ST,,,AURORA,CO,80012,ARAPAHOE,3036952600,Acute Care Hospitals,Proprietary,Yes,"1501 S POTOMAC ST, AURORA, CO, 80012",39.69024745,-104.8321437,Hearing Services,Humana Inc.
060103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,100 HEALTH PARK DRIVE,,,LOUISVILLE,CO,80027,BOULDER,3036731000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"100 HEALTH PARK DRIVE, LOUISVILLE, CO, 80027",39.95208345,-105.1518619,Broken Hand,Cigna Corporation
060104,CENTURA HEALTH-ST ANTHONY NORTH HOSPITAL,2551 W 84TH AVENUE,,,WESTMINSTER,CO,80031,JEFFERSON,3034303201,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"2551 W 84TH AVENUE, WESTMINSTER, CO, 80031",39.850966549999995,-105.0186345,Stitches,Kaiser Permanente
060107,NATIONAL JEWISH HEALTH,1400 JACKSON ST,,,DENVER,CO,80206,DENVER,3033884461,Acute Care Hospitals,Voluntary non-profit - Private,No,"1400 JACKSON ST, DENVER, CO, 80206",39.73920955,-104.9423779,Flu Shots,State Farm Group
060112,SKY RIDGE MEDICAL CENTER,10101 RIDGE GATE PARKWAY,,,LONE TREE,CO,80124,ARAPAHOE,7202251000,Acute Care Hospitals,Proprietary,Yes,"10101 RIDGE GATE PARKWAY, LONE TREE, CO, 80124",,,Physical Therapy,State Farm Group
060113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,7700 S BROADWAY,,,LITTLETON,CO,80122,ARAPAHOE,3037308900,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"7700 S BROADWAY, LITTLETON, CO, 80122",39.5755567,-104.9858838,Cardiac Care,UnitedHealth Group
060114,PARKER ADVENTIST HOSPITAL,9395 CROWN CREST BLVD,,,PARKER,CO,80138,DOUGLAS,3032694000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"9395 CROWN CREST BLVD, PARKER, CO, 80138",39.5479122,-104.7715502,Cancer Treatment,Progressive Corporation
060116,EXEMPLA GOOD SAMARITAN MEDICAL CENTER LLC,200 EXEMPLA CIRCLE,,,LAFAYETTE,CO,80026,BOULDER,3036894000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"200 EXEMPLA CIRCLE, LAFAYETTE, CO, 80026",39.96976445,-105.0866046,Emergency Surgery,Allstate Corporation
060117,"ANIMAS SURGICAL HOSPITAL, LLC",575 RIVERGATE LANE,,,DURANGO,CO,81301,LA PLATA,9702473537,Acute Care Hospitals,Proprietary,Yes,"575 RIVERGATE LANE, DURANGO, CO, 81301",37.24810375,-107.870862,Orthopedics,Liberty Mutual Insurance
060118,ST ANTHONY SUMMIT MEDICAL CENTER,340 PEAK ONE DRIVE,,,FRISCO,CO,80443,SUMMIT,9706683300,Acute Care Hospitals,Voluntary non-profit - Church,Yes,"340 PEAK ONE DRIVE, FRISCO, CO, 80443",39.5702725,-106.076415,Pediatrics,Travelers Companies
060119,MEDICAL CENTER OF THE ROCKIES,2500 ROCKY MOUNTAIN AVENUE,,,LOVELAND,CO,80538,LARIMER,9706242500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,"2500 ROCKY MOUNTAIN AVENUE, LOVELAND, CO, 80538",40.415419799999995,-104.9974664,Dermatology,Humana Inc.
060124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,11650 W 2ND PLACE,,,LAKEWOOD,CO,80228,JEFFERSON,7203215000,Acute Care Hospitals,Proprietary,Yes,"11650 W 2ND PLACE, LAKEWOOD, CO, 80228",39.717096,-105.1292026,Psychiatry,Cigna Corporation
061301,RIO GRANDE HOSPITAL,0310 COUNTY RD 14,,,DEL NORTE,CO,81132,RIO GRANDE,7196572510,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"0310 COUNTY RD 14, DEL NORTE, CO, 81132",,,Neurology,Kaiser Permanente
061302,FAMILY HEALTH WEST HOSPITAL,300 WEST OTTLEY AVENUE,,,FRUITA,CO,81521,MESA,9708589871,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"300 WEST OTTLEY AVENUE, FRUITA, CO, 81521",39.163757849999996,-108.7371512,Dental Care,State Farm Group
061303,EAST MORGAN COUNTY HOSPITAL DISTRICT,2400 W EDISON ST,,,BRUSH,CO,80723,MORGAN,9708426200,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"2400 W EDISON ST, BRUSH, CO, 80723",,,Vision Care,UnitedHealth Group
061305,MELISSA MEMORIAL HOSPITAL,1001 E JOHNSON STREET,,,HOLYOKE,CO,80734,PHILLIPS,9708542241,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"1001 E JOHNSON STREET, HOLYOKE, CO, 80734",40.57892845,-102.2901424,Hearing Services,Progressive Corporation
061307,RANGELY DISTRICT HOSPITAL,511 S WHITE AVE,,,RANGELY,CO,81648,RIO BLANCO,9706755011,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"511 S WHITE AVE, RANGELY, CO, 81648",40.0806705,-108.80768,Broken Hand,Allstate Corporation
061309,WRAY COMMUNITY DISTRICT HOSPITAL,1017 W 7TH ST,,,WRAY,CO,80758,YUMA,9703324811,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"1017 W 7TH ST, WRAY, CO, 80758",40.07620365,-102.234769,Stitches,Liberty Mutual Insurance
061310,SEDGWICK COUNTY MEMORIAL HOSPITAL,900 CEDAR STREET,,,JULESBURG                     ,CO,80737,SEDGWICK,9704743323,Critical Access Hospitals,Government - Local,No,"900 CEDAR STREET, JULESBURG                     , CO, 80737",40.9940109,-102.2686398,Flu Shots,Travelers Companies
061311,SOUTHEAST COLORADO HOSPITAL,373 E TENTH AVE,,,SPRINGFIELD,CO,81073,BACA,7195234501,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"373 E TENTH AVE, SPRINGFIELD, CO, 81073",,,Physical Therapy,Humana Inc.
061312,ESTES PARK MEDICAL CENTER,555 PROSPECT AVENUE,,,ESTES PARK,CO,80517,LARIMER,9705862317,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"555 PROSPECT AVENUE, ESTES PARK, CO, 80517",40.37150675,-105.515161,Cardiac Care,Cigna Corporation
061313,KIT CARSON COUNTY MEMORIAL HOSPITAL,286 16TH STREET,,,BURLINGTON,CO,80807,KIT CARSON,7193465311,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"286 16TH STREET, BURLINGTON, CO, 80807",39.3029706,-102.270406,Cancer Treatment,Kaiser Permanente
061314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,,,CRAIG,CO,81625,MOFFAT,9708249411,Critical Access Hospitals,Government - Local,No,"750 HOSPITAL LOOP, CRAIG, CO, 81625",40.5183896,-107.5799486,Emergency Surgery,CVS Health Corp Group
061315,YUMA DISTRICT HOSPITAL - CAH,1000 WEST 8TH AVENUE,,,YUMA,CO,80759,YUMA,9708485405,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"1000 WEST 8TH AVENUE, YUMA, CO, 80759",40.12003385,-102.7370081,Orthopedics,State Farm Group
061316,SPANISH PEAKS REGIONAL HEALTH CENTER,23500 US HWY 160,,,WALSENBURG,CO,81089,HUERFANO,7197385100,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"23500 US HWY 160, WALSENBURG, CO, 81089",,,Pediatrics,UnitedHealth Group
061317,GRAND RIVER MEDICAL CENTER,501 AIRPORT ROAD,,,RIFLE,CO,81650,GARFIELD,9706251510,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"501 AIRPORT ROAD, RIFLE, CO, 81650",39.521482649999996,-107.7701309,Dermatology,Progressive Corporation
061319,ST VINCENT HOSPITAL GENERAL DISTRICT,822 W 4TH STREET,,,LEADVILLE,CO,80461,LAKE,7194860230,Critical Access Hospitals,Government - Local,Yes,"822 W 4TH STREET, LEADVILLE, CO, 80461",39.24528255,-106.3029185,Psychiatry,Allstate Corporation
061320,GUNNISON VALLEY HOSPITAL,711 N TAYLOR STREET,,,GUNNISON,CO,81230,GUNNISON,9706411456,Critical Access Hospitals,Government - Local,Yes,"711 N TAYLOR STREET, GUNNISON, CO, 81230",38.5522456,-106.9246626,Neurology,Liberty Mutual Insurance
061321,MT SAN RAFAEL HOSPITAL,410 BENEDICTA AVENUE,,,TRINIDAD,CO,81082,LAS ANIMAS,7198469213,Critical Access Hospitals,Voluntary non-profit - Private,No,"410 BENEDICTA AVENUE, TRINIDAD, CO, 81082",37.1737698,-104.4876127,Dental Care,Travelers Companies
061322,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,1000 RUSH DRIVE,,,SALIDA,CO,81201,CHAFFEE,7195302200,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"1000 RUSH DRIVE, SALIDA, CO, 81201",,,Vision Care,Humana Inc.
061323,PROWERS MEDICAL CENTER,401 KENDALL DRIVE,,,LAMAR,CO,81052,PROWERS,7193364343,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"401 KENDALL DRIVE, LAMAR, CO, 81052",38.0702066,-102.6108103,Hearing Services,Cigna Corporation
061324,ASPEN VALLEY HOSPITAL,0401 CASTLE CREEK ROAD,,,ASPEN,CO,81611,PITKIN,9705441261,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"0401 CASTLE CREEK ROAD, ASPEN, CO, 81611",39.190851,-106.838264,Broken Hand,Kaiser Permanente
061325,PIONEERS MEDICAL CENTER,345 CLEVELAND STREET,,,MEEKER,CO,81641,RIO BLANCO,9708785047,Critical Access Hospitals,Government - Hospital District or Authority,Yes,"345 CLEVELAND STREET, MEEKER, CO, 81641",40.041211872115205,-107.9111694,Stitches,State Farm Group
061326,PIKES PEAK REGIONAL HOSPITAL,16420 HIGHWAY 24,,,WOODLAND PARK,CO,80863,TELLER,7196879999,Critical Access Hospitals,Voluntary non-profit - Private,Yes,"16420 HIGHWAY 24, WOODLAND PARK, CO, 80863",,,Flu Shots,State Farm Group
